,ISBN,bookAuthor,category,yearOfPublication,publisher,bookTitle,imageUrlS,imageUrlM,imageUrlL
1743,425162028,Dean R. Koontz,history,1997,Berkley Publishing Group,Phantoms,http://images.amazon.com/images/P/0425162028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425162028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425162028.01.LZZZZZZZ.jpg
1744,345274318,Bradbury,history,1977,Not Avail,Fahrenheit 451,http://images.amazon.com/images/P/0345274318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345274318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345274318.01.LZZZZZZZ.jpg
1745,385471440,Dorothy West,history,1996,Anchor,The Wedding,http://images.amazon.com/images/P/0385471440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385471440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385471440.01.LZZZZZZZ.jpg
1746,140129189,Garrison Keillor,history,1986,Penguin Books,Lake Wobegon Days,http://images.amazon.com/images/P/0140129189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140129189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140129189.01.LZZZZZZZ.jpg
1747,736608095,Robert Ludlum,history,1983,"Books on Tape, Inc.",The Bourne Identity,http://images.amazon.com/images/P/0736608095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0736608095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0736608095.01.LZZZZZZZ.jpg
1748,618260277,J. R. R. Tolkien,history,2002,Houghton Mifflin Company,"The Two Towers (The Lord of the Rings, Part 2)",http://images.amazon.com/images/P/0618260277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618260277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618260277.01.LZZZZZZZ.jpg
1749,618260269,J. R. R. Tolkien,history,2002,Houghton Mifflin Company,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",http://images.amazon.com/images/P/0618260269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618260269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618260269.01.LZZZZZZZ.jpg
1750,014037468X,Roald Dahl,history,1996,Puffin Books,Matilda,http://images.amazon.com/images/P/014037468X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014037468X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014037468X.01.LZZZZZZZ.jpg
1751,193223442X,Taichi Yamada,history,2003,Veritcal,Strangers,http://images.amazon.com/images/P/193223442X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/193223442X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/193223442X.01.LZZZZZZZ.jpg
1752,373834063,Patricia Potter,history,1999,Harlequin,Abduction,http://images.amazon.com/images/P/0373834063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373834063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373834063.01.LZZZZZZZ.jpg
1753,553527371,Jane Hamilton,history,1999,Random House Audio,A Map of the World,http://images.amazon.com/images/P/0553527371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553527371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553527371.01.LZZZZZZZ.jpg
1754,671047876,Mary Higgins Clark,economics,2000,Audioworks,Before I Say Good-Bye,http://images.amazon.com/images/P/0671047876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671047876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671047876.01.LZZZZZZZ.jpg
1755,345418980,Michael Crichton,economics,1997,Ballantine Books,The Andromeda Strain,http://images.amazon.com/images/P/0345418980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345418980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345418980.01.LZZZZZZZ.jpg
1756,044021145x,John Grisham,economics,1992,Bantam Dell Publishing Group,The Firm,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg
1757,394578260,James A. Michener,economics,1989,Random House Inc,Journey,http://images.amazon.com/images/P/0394578260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394578260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394578260.01.LZZZZZZZ.jpg
1758,385312660,MICHAEL POLLAN,economics,1992,Delta,Second Nature,http://images.amazon.com/images/P/0385312660.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385312660.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385312660.01.LZZZZZZZ.jpg
1759,743474163,Judith McNaught,economics,2003,Pocket Books,Paradise,http://images.amazon.com/images/P/0743474163.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743474163.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743474163.01.LZZZZZZZ.jpg
1760,380783479,Kathryn Reines,economics,1996,Harper Mass Market Paperbacks (Mm),The Kiss,http://images.amazon.com/images/P/0380783479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380783479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380783479.01.LZZZZZZZ.jpg
1761,525937927,Greg Iles,economics,1997,Dutton Books,Mortal Fear,http://images.amazon.com/images/P/0525937927.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525937927.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525937927.01.LZZZZZZZ.jpg
1762,785734783,James Patterson,economics,1999,Sagebrush Bound,Along Came a Spider (Alex Cross Novels),http://images.amazon.com/images/P/0785734783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785734783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785734783.01.LZZZZZZZ.jpg
1763,1587886936,Nora Roberts,economics,2002,Brilliance Audio,Three Fates,http://images.amazon.com/images/P/1587886936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587886936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587886936.01.LZZZZZZZ.jpg
1764,375402896,Sue Grafton,economics,1998,Random House Audio,N Is for Noose,http://images.amazon.com/images/P/0375402896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375402896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375402896.01.LZZZZZZZ.jpg
1765,1570420297,James Patterson,economics,1995,Time Warner Audio Major,Kiss the Girls,http://images.amazon.com/images/P/1570420297.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570420297.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570420297.01.LZZZZZZZ.jpg
1766,141803053,Maeve Binchy,economics,2001,Penguin Audiobooks,Scarlet Feather,http://images.amazon.com/images/P/0141803053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141803053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141803053.01.LZZZZZZZ.jpg
1767,1570429715,Michael Connelly,economics,2001,Time Warner Audio Major,A Darkness More Than Night,http://images.amazon.com/images/P/1570429715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570429715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570429715.01.LZZZZZZZ.jpg
1768,553479024,DEAN KOONTZ,economics,1999,Random House Audio,False Memory,http://images.amazon.com/images/P/0553479024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553479024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553479024.01.LZZZZZZZ.jpg
1769,399146377,Patricia Daniels Cornwell,economics,2000,Putnam Berkley Audio,The Last Precinct,http://images.amazon.com/images/P/0399146377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146377.01.LZZZZZZZ.jpg
1770,345364775,Harry Turtledove,economics,1990,Del Rey Books,Kaleidoscope,http://images.amazon.com/images/P/0345364775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345364775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345364775.01.LZZZZZZZ.jpg
1771,446322059,Mary S. Craig,economics,1986,Warner Books,Dark Paradise,http://images.amazon.com/images/P/0446322059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446322059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446322059.01.LZZZZZZZ.jpg
1772,739420062,Nicholas Sparks,economics,2001,Warner Books,A Bend in the Road,http://images.amazon.com/images/P/0739420062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739420062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739420062.01.LZZZZZZZ.jpg
1773,1594140979,Sharon K. Garner,economics,2004,Five Star (ME),Sanctuary,http://images.amazon.com/images/P/1594140979.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1594140979.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1594140979.01.LZZZZZZZ.jpg
1774,446612251,Susan Crandall,cartoon,2003,Warner Forever,Back Roads,http://images.amazon.com/images/P/0446612251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612251.01.LZZZZZZZ.jpg
1775,397321651,Frances Hodgson Burnett,cartoon,1998,HarperCollins,The Secret Garden,http://images.amazon.com/images/P/0397321651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0397321651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0397321651.01.LZZZZZZZ.jpg
1776,843945672,Barry Hoffman,romance,1999,Leisure Books,Eyes of Prey,http://images.amazon.com/images/P/0843945672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843945672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843945672.01.LZZZZZZZ.jpg
1777,1570426058,Nicholas Sparks,romance,1998,Time Warner Audio Major,Message in a Bottle,http://images.amazon.com/images/P/1570426058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570426058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570426058.01.LZZZZZZZ.jpg
1778,345327853,BERTRICE SMALL,romance,1985,Ballantine Books,Beloved,http://images.amazon.com/images/P/0345327853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345327853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345327853.01.LZZZZZZZ.jpg
1779,034540288x,Michael Crichton,romance,1996,Ballantine Books,The Lost World,http://images.amazon.com/images/P/034540288X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg
1780,345342003,Ray Bradbury,romance,1979,Del Rey Books,Fahrenheit 451,http://images.amazon.com/images/P/0345342003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342003.01.LZZZZZZZ.jpg
1781,394524063,Marion Zimmer Bradley,popularization of science,1982,Random House Inc,The Mists of Avalon,http://images.amazon.com/images/P/0394524063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394524063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394524063.01.LZZZZZZZ.jpg
1782,671789228,Mary Higgins Clark,popularization of science,1992,Pocket Books,All Around the Town,http://images.amazon.com/images/P/0671789228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671789228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671789228.01.LZZZZZZZ.jpg
1783,446679089,Nelson DeMille,popularization of science,2002,Warner Books,Plum Island,http://images.amazon.com/images/P/0446679089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446679089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446679089.01.LZZZZZZZ.jpg
1784,2226036733,Stephen King,popularization of science,2000,Albin Michel,Misery,http://images.amazon.com/images/P/2226036733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2226036733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2226036733.01.LZZZZZZZ.jpg
1785,689851324,Cynthia Voigt,popularization of science,2002,Simon Pulse,Homecoming,http://images.amazon.com/images/P/0689851324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689851324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689851324.01.LZZZZZZZ.jpg
1786,679458174,Richard North Patterson,popularization of science,1997,Random House Audio,Silent Witness,http://images.amazon.com/images/P/0679458174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679458174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679458174.01.LZZZZZZZ.jpg
1787,553292447,Iris Johansen,popularization of science,1991,Bantam Books,Reap the Wind,http://images.amazon.com/images/P/0553292447.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553292447.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553292447.01.LZZZZZZZ.jpg
1788,1402505272,Dave Pelzer,popularization of science,2001,Recorded Books,"A Child Called \It\"": One Child's Courage to Survive""",http://images.amazon.com/images/P/1402505272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1402505272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1402505272.01.LZZZZZZZ.jpg
1789,440477093,Frances H. Burnett,popularization of science,1990,Yearling Books,The Secret Garden,http://images.amazon.com/images/P/0440477093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440477093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440477093.01.LZZZZZZZ.jpg
1790,451145070,Stephen King,popularization of science,1986,New Amer Library,Cujo,http://images.amazon.com/images/P/0451145070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451145070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451145070.01.LZZZZZZZ.jpg
1791,399900705,Robert Ludlum,popularization of science,1980,Putnam Pub Group,The Bourne Identity,http://images.amazon.com/images/P/0399900705.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399900705.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399900705.01.LZZZZZZZ.jpg
1792,446601764,Stella Cameron,popularization of science,1996,Warner Vision,Beloved,http://images.amazon.com/images/P/0446601764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601764.01.LZZZZZZZ.jpg
1793,786243066,Sue Monk Kidd,popularization of science,2002,Thorndike Press,The Secret Life of Bees,http://images.amazon.com/images/P/0786243066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786243066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786243066.01.LZZZZZZZ.jpg
1794,895772116,Jack London,popularization of science,1985,Random House Childrens Books,Call of the Wild,http://images.amazon.com/images/P/0895772116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895772116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895772116.01.LZZZZZZZ.jpg
1795,425131785,Thomas H. Cook,popularization of science,1992,Berkley Pub Group,Flesh and Blood,http://images.amazon.com/images/P/0425131785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425131785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425131785.01.LZZZZZZZ.jpg
1796,1896095011,Meredy Maynard,popularization of science,2000,Polestar Book Publishers,Dreamcatcher,http://images.amazon.com/images/P/1896095011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896095011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1896095011.01.LZZZZZZZ.jpg
1797,157815054X,John Sandford,popularization of science,1997,Media Books Audio Publishing,Shadow Prey,http://images.amazon.com/images/P/157815054X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157815054X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157815054X.01.LZZZZZZZ.jpg
1798,505524759,Dee Davis,popularization of science,2002,Love Spell,The Promise,http://images.amazon.com/images/P/0505524759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524759.01.LZZZZZZZ.jpg
1799,1558176136,Judith Marshall,popularization of science,1992,Pinnacle Books,When the Wind Blows,http://images.amazon.com/images/P/1558176136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558176136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558176136.01.LZZZZZZZ.jpg
1800,553247816,Wilson Rawls,popularization of science,1981,Bantam Books,Where the Red Fern Grows,http://images.amazon.com/images/P/0553247816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553247816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553247816.01.LZZZZZZZ.jpg
1801,849932998,Billy Graham,popularization of science,1991,Thomas Nelson,Angels,http://images.amazon.com/images/P/0849932998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849932998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849932998.01.LZZZZZZZ.jpg
1802,451520750,Jane Austen,popularization of science,1961,Signet Book,Pride and Prejudice,http://images.amazon.com/images/P/0451520750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451520750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451520750.01.LZZZZZZZ.jpg
1803,743412508,Francine Pascal,popularization of science,2001,Simon Pulse,Naked,http://images.amazon.com/images/P/0743412508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412508.01.LZZZZZZZ.jpg
1804,743532430,Sandra Brown,popularization of science,2003,Encore,The Switch,http://images.amazon.com/images/P/0743532430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743532430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743532430.01.LZZZZZZZ.jpg
1805,395082560,J. R. R. Tolkien,popularization of science,1988,Houghton Mifflin Co,"The Return of the King (The Lord of the Rings, Part 3)",http://images.amazon.com/images/P/0395082560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395082560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395082560.01.LZZZZZZZ.jpg
1806,671003763,Alice Walker,popularization of science,1997,Washington Square Press,The Temple of My Familiar,http://images.amazon.com/images/P/0671003763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671003763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671003763.01.LZZZZZZZ.jpg
1807,670824399,Roald Dahl,popularization of science,1988,Viking Juvenile,Matilda,http://images.amazon.com/images/P/0670824399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670824399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670824399.01.LZZZZZZZ.jpg
1808,785799540,Carol Shields,popularization of science,1999,Sagebrush Bound,The Stone Diaries,http://images.amazon.com/images/P/0785799540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785799540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785799540.01.LZZZZZZZ.jpg
1809,385337930,JOHN GRISHAM,popularization of science,2004,Delta,A Painted House,http://images.amazon.com/images/P/0385337930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337930.01.LZZZZZZZ.jpg
1810,739420704,Patricia Cornwell,popularization of science,2001,G. P. Putnam's Sons,Isle of Dogs,http://images.amazon.com/images/P/0739420704.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739420704.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739420704.01.LZZZZZZZ.jpg
1811,892438770,Luane Roche,popularization of science,1996,Liguori Publications,The Promise,http://images.amazon.com/images/P/0892438770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0892438770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0892438770.01.LZZZZZZZ.jpg
1812,399141707,Patricia Daniels Cornwell,popularization of science,1996,Putnam Publishing Group,Cause of Death,http://images.amazon.com/images/P/0399141707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399141707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399141707.01.LZZZZZZZ.jpg
1813,373612591,M.J. Rodgers,novel,2003,Harlequin,Cradle and All,http://images.amazon.com/images/P/0373612591.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373612591.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373612591.01.LZZZZZZZ.jpg
1814,B0000T6KHI,Nora Roberts,novel,2002,Putnam Pub Group,Three Fates,http://images.amazon.com/images/P/B0000T6KHI.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B0000T6KHI.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B0000T6KHI.01.LZZZZZZZ.jpg
1815,312104170,Mickey Friedman,novel,1994,St Martins Pr,Riptide,http://images.amazon.com/images/P/0312104170.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312104170.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312104170.01.LZZZZZZZ.jpg
